timestamp,facility,total_consumption_kwh,grid_kwh,solar_kwh,wind_kwh,diesel_kwh,temperature_c,occupancy_percent
2026-03-28 09:50:28.894774,Library,34.74,14.59,10.42,2.78,0.69,25.2,13.27933811470999
2026-03-28 10:50:28.894774,Library,45.64,19.17,13.69,3.65,0.91,28.7,19.242056150409365
2026-03-28 11:50:28.894774,Library,56.14,23.58,16.84,4.49,1.12,26.3,17.422319879993413
2026-03-28 12:50:28.894774,Library,67.13,28.19,20.14,5.37,1.34,28.3,23.083513613655647
2026-03-28 13:50:28.894774,Library,80.41,33.77,24.12,6.43,1.61,33.9,31.227593535416332
2026-03-28 14:50:28.894774,Library,77.31,32.47,23.19,6.18,1.55,24.1,31.346879050739606
2026-03-28 15:50:28.894774,Library,72.22,30.33,21.66,5.78,1.44,29.1,25.650007889488883
2026-03-28 16:50:28.894774,Library,84.98,35.69,25.5,6.8,1.7,24.0,33.41563976001998
2026-03-28 17:50:28.894774,Library,80.35,33.75,24.1,6.43,1.61,29.4,30.093620094731815
2026-03-28 18:50:28.894774,Library,67.41,28.31,20.22,5.39,1.35,34.8,24.414843047639266
2026-03-28 19:50:28.894774,Library,61.38,25.78,18.42,4.91,1.23,29.4,26.540271072680603
2026-03-28 20:50:28.894774,Library,47.78,28.67,0.0,3.82,0.96,29.4,22.00738585106741
2026-03-28 21:50:28.894774,Library,44.19,26.51,0.0,3.54,0.88,30.9,13.291027482117748
2026-03-28 22:50:28.894774,Library,33.73,20.24,0.0,2.7,0.67,37.5,16.855165266989598
2026-03-28 23:50:28.894774,Library,32.14,19.28,0.0,2.57,0.64,22.5,12.385300291073854
2026-03-29 00:50:28.894774,Library,27.33,16.4,0.0,2.19,0.55,35.3,7.0839267101922685
2026-03-29 01:50:28.894774,Library,24.02,14.41,0.0,1.92,0.48,30.8,7.016889528124257
2026-03-29 02:50:28.894774,Library,20.69,12.42,0.0,1.66,0.41,26.5,10.410311727505011
2026-03-29 03:50:28.894774,Library,19.25,11.55,0.0,1.54,0.38,24.5,13.34911036452267
2026-03-29 04:50:28.894774,Library,20.39,12.23,0.0,1.63,0.41,25.7,9.989589673713821
2026-03-29 05:50:28.894774,Library,24.25,14.55,0.0,1.94,0.49,34.2,10.352062939130027
2026-03-29 06:50:28.894774,Library,28.46,17.08,0.0,2.28,0.57,31.9,7.722187568602779
2026-03-29 07:50:28.894774,Library,26.36,11.07,7.91,2.11,0.53,29.0,11.67559959562265
2026-03-29 08:50:28.894774,Library,36.55,15.35,10.96,2.92,0.73,31.3,13.206634146620239
2026-03-29 09:50:28.894774,Library,36.32,15.25,10.9,2.91,0.73,25.6,17.248059531857585
2026-03-29 10:50:28.894774,Library,46.87,19.69,14.06,3.75,0.94,30.2,15.863441588454624
2026-03-29 11:50:28.894774,Library,59.3,24.91,17.79,4.74,1.19,35.6,19.710008262121676
2026-03-29 12:50:28.894774,Library,64.91,27.26,19.47,5.19,1.3,37.6,23.429209445287423
2026-03-29 13:50:28.894774,Library,74.5,31.29,22.35,5.96,1.49,23.4,28.71008807648634
2026-03-29 14:50:28.894774,Library,67.9,28.52,20.37,5.43,1.36,37.3,31.541291210249994
2026-03-29 15:50:28.894774,Library,86.05,36.14,25.81,6.88,1.72,33.3,30.897290360764657
2026-03-29 16:50:28.894774,Library,76.26,32.03,22.88,6.1,1.53,35.7,33.953021364957515
2026-03-29 17:50:28.894774,Library,72.41,30.41,21.72,5.79,1.45,36.9,28.48326715157708
2026-03-29 18:50:28.894774,Library,65.83,27.65,19.75,5.27,1.32,29.3,22.189669655081346
2026-03-29 19:50:28.894774,Library,48.12,20.21,14.44,3.85,0.96,25.9,22.22784491028832
2026-03-29 20:50:28.894774,Library,46.24,27.75,0.0,3.7,0.92,29.2,23.96314943107278
2026-03-29 21:50:28.894774,Library,38.49,23.09,0.0,3.08,0.77,29.2,12.828204860695191
2026-03-29 22:50:28.894774,Library,29.44,17.66,0.0,2.36,0.59,34.4,15.032135087317531
2026-03-29 23:50:28.894774,Library,31.69,19.02,0.0,2.54,0.63,24.4,13.424993376559165
2026-03-30 00:50:28.894774,Library,24.25,14.55,0.0,1.94,0.48,25.6,6.706450314894407
2026-03-30 01:50:28.894774,Library,32.19,19.32,0.0,2.58,0.64,26.9,6.321911984182192
2026-03-30 02:50:28.894774,Library,41.81,25.08,0.0,3.34,0.84,26.9,6.659264313194171
2026-03-30 03:50:28.894774,Library,33.72,20.23,0.0,2.7,0.67,31.4,6.418064996324847
2026-03-30 04:50:28.894774,Library,42.34,25.4,0.0,3.39,0.85,37.4,9.063066868526672
2026-03-30 05:50:28.894774,Library,39.62,23.77,0.0,3.17,0.79,22.4,14.482687600910735
2026-03-30 06:50:28.894774,Library,42.51,25.51,0.0,3.4,0.85,26.3,12.637536716442023
2026-03-30 07:50:28.894774,Library,51.26,21.53,15.38,4.1,1.03,28.7,16.270062716862007
2026-03-30 08:50:28.894774,Library,59.98,25.19,17.99,4.8,1.2,31.0,28.725282227387073
2026-03-30 09:50:28.894774,Library,59.46,24.97,17.84,4.76,1.19,34.6,34.460840583257074
2026-03-30 10:50:28.894774,Library,70.72,29.7,21.22,5.66,1.41,33.1,41.4638082128113
2026-03-30 11:50:28.894774,Library,106.81,44.86,32.04,8.54,2.14,24.3,53.88548008804172
2026-03-30 12:50:28.894774,Library,104.62,43.94,31.39,8.37,2.09,37.3,61.138521092133274
2026-03-30 13:50:28.894774,Library,137.46,57.73,41.24,11.0,2.75,36.4,69.47861553402825
2026-03-30 14:50:28.894774,Library,140.8,59.14,42.24,11.26,2.82,37.9,75.3729564350569
2026-03-30 15:50:28.894774,Library,129.5,54.39,38.85,10.36,2.59,30.3,77.94931135803864
2026-03-30 16:50:28.894774,Library,110.28,46.32,33.08,8.82,2.21,25.5,75.66569525676167
2026-03-30 17:50:28.894774,Library,118.68,49.84,35.6,9.49,2.37,24.7,75.5073267478384
2026-03-30 18:50:28.894774,Library,115.13,48.36,34.54,9.21,2.3,23.4,64.33969665062983
2026-03-30 19:50:28.894774,Library,98.57,41.4,29.57,7.89,1.97,37.3,47.48735489344595
2026-03-30 20:50:28.894774,Library,73.91,44.34,0.0,5.91,1.48,36.8,46.36967447799583
2026-03-30 21:50:28.894774,Library,71.61,42.97,0.0,5.73,1.43,34.3,28.64050229438095
2026-03-30 22:50:28.894774,Library,57.0,34.2,0.0,4.56,1.14,25.7,21.950742114228284
2026-03-30 23:50:28.894774,Library,53.55,32.13,0.0,4.28,1.07,24.2,19.15998619652674
2026-03-31 00:50:28.894774,Library,49.38,29.63,0.0,3.95,0.99,25.0,20.349099847658284
2026-03-31 01:50:28.894774,Library,41.58,24.95,0.0,3.33,0.83,30.9,6.854551780044381
2026-03-31 02:50:28.894774,Library,34.48,20.69,0.0,2.76,0.69,28.8,8.449267089753118
2026-03-31 03:50:28.894774,Library,34.63,20.78,0.0,2.77,0.69,37.6,7.3112780318344175
2026-03-31 04:50:28.894774,Library,40.86,24.52,0.0,3.27,0.82,22.0,12.557419355876632
2026-03-31 05:50:28.894774,Library,45.24,27.14,0.0,3.62,0.9,26.6,9.930845106215711
2026-03-31 06:50:28.894774,Library,45.62,27.37,0.0,3.65,0.91,33.4,17.44947079979575
2026-03-31 07:50:28.894774,Library,46.34,19.46,13.9,3.71,0.93,26.0,24.032657826183332
2026-03-31 08:50:28.894774,Library,63.97,26.87,19.19,5.12,1.28,29.3,28.600500339635843
2026-03-31 09:50:28.894774,Library,66.21,27.81,19.86,5.3,1.32,28.8,29.29330219107743
2026-03-31 10:50:28.894774,Library,78.19,32.84,23.46,6.25,1.56,30.6,37.27337859829986
2026-03-31 11:50:28.894774,Library,92.65,38.91,27.79,7.41,1.85,34.5,54.257606743627036
2026-03-31 12:50:28.894774,Library,112.86,47.4,33.86,9.03,2.26,36.6,58.019092237482816
2026-03-31 13:50:28.894774,Library,122.79,51.57,36.84,9.82,2.46,34.6,72.18813700793436
2026-03-31 14:50:28.894774,Library,122.23,51.34,36.67,9.78,2.44,24.2,81.721957131506
2026-03-31 15:50:28.894774,Library,130.84,54.95,39.25,10.47,2.62,36.0,80.85852122433168
2026-03-31 16:50:28.894774,Library,135.79,57.03,40.74,10.86,2.72,34.9,79.43788185934542
2026-03-31 17:50:28.894774,Library,117.03,49.15,35.11,9.36,2.34,30.2,74.80523842768048
2026-03-31 18:50:28.894774,Library,104.35,43.83,31.31,8.35,2.09,28.2,58.795673299810524
2026-03-31 19:50:28.894774,Library,105.95,44.5,31.78,8.48,2.12,23.5,53.9392379543699
2026-03-31 20:50:28.894774,Library,77.87,46.72,0.0,6.23,1.56,28.5,43.84385368973983
2026-03-31 21:50:28.894774,Library,58.44,35.07,0.0,4.68,1.17,31.5,35.44599057480803
2026-03-31 22:50:28.894774,Library,62.35,37.41,0.0,4.99,1.25,24.7,29.112752178873848
2026-03-31 23:50:28.894774,Library,51.29,30.77,0.0,4.1,1.03,36.1,19.32627699766487
2026-04-01 00:50:28.894774,Library,44.19,26.51,0.0,3.54,0.88,36.7,19.568261043822655
2026-04-01 01:50:28.894774,Library,35.65,21.39,0.0,2.85,0.71,26.4,9.084828723915443
2026-04-01 02:50:28.894774,Library,35.26,21.16,0.0,2.82,0.71,26.6,8.041820889500555
2026-04-01 03:50:28.894774,Library,41.08,24.65,0.0,3.29,0.82,23.1,12.553741578672904
2026-04-01 04:50:28.894774,Library,34.44,20.66,0.0,2.76,0.69,27.5,7.211023003201232
2026-04-01 05:50:28.894774,Library,37.44,22.47,0.0,3.0,0.75,34.3,16.925738599111106
2026-04-01 06:50:28.894774,Library,39.99,24.0,0.0,3.2,0.8,29.4,15.272406089648001
2026-04-01 07:50:28.894774,Library,54.48,22.88,16.34,4.36,1.09,34.2,19.60424201024339
2026-04-01 08:50:28.894774,Library,59.67,25.06,17.9,4.77,1.19,35.6,20.23395121834756
2026-04-01 09:50:28.894774,Library,65.21,27.39,19.56,5.22,1.3,36.5,35.128803023524
2026-04-01 10:50:28.894774,Library,80.98,34.01,24.29,6.48,1.62,30.5,40.52603630005737
2026-04-01 11:50:28.894774,Library,94.81,39.82,28.44,7.58,1.9,32.5,51.64077656417227
2026-04-01 12:50:28.894774,Library,115.43,48.48,34.63,9.23,2.31,35.8,59.38562062107913
2026-04-01 13:50:28.894774,Library,118.96,49.97,35.69,9.52,2.38,28.5,73.64943122141896
2026-04-01 14:50:28.894774,Library,119.36,50.13,35.81,9.55,2.39,32.2,81.62121883065896
2026-04-01 15:50:28.894774,Library,128.76,54.08,38.63,10.3,2.58,36.6,84.93163738933478
2026-04-01 16:50:28.894774,Library,113.8,47.79,34.14,9.1,2.28,25.7,82.35012392816502
2026-04-01 17:50:28.894774,Library,137.32,57.67,41.2,10.99,2.75,23.6,66.92476818469305
2026-04-01 18:50:28.894774,Library,97.44,40.92,29.23,7.79,1.95,37.9,59.63876830533738
2026-04-01 19:50:28.894774,Library,94.3,39.61,28.29,7.54,1.89,35.6,47.661162286766405
2026-04-01 20:50:28.894774,Library,82.46,49.47,0.0,6.6,1.65,26.4,45.671684488410314
2026-04-01 21:50:28.894774,Library,62.8,37.68,0.0,5.02,1.26,33.0,34.46786903955845
2026-04-01 22:50:28.894774,Library,52.02,31.21,0.0,4.16,1.04,22.6,24.231057415946083
2026-04-01 23:50:28.894774,Library,45.89,27.54,0.0,3.67,0.92,34.9,22.477111711116343
2026-04-02 00:50:28.894774,Library,43.08,25.85,0.0,3.45,0.86,31.7,16.61176077014519
2026-03-03 01:50:28.894774,Hostel Block 1,65.89,39.53,0.0,5.27,1.32,28.8,92.09240882382211
2026-03-03 02:50:28.894774,Hostel Block 1,55.77,33.46,0.0,4.46,1.12,30.6,90.15249312650698
2026-03-03 03:50:28.894774,Hostel Block 1,58.96,35.38,0.0,4.72,1.18,23.5,87.03633283542108
2026-03-03 04:50:28.894774,Hostel Block 1,55.27,33.16,0.0,4.42,1.11,25.2,89.2768241353732
2026-03-03 05:50:28.894774,Hostel Block 1,58.25,34.95,0.0,4.66,1.16,31.3,88.20978125301676
2026-03-03 06:50:28.894774,Hostel Block 1,75.07,45.04,0.0,6.01,1.5,30.6,87.39547916490602
2026-03-03 07:50:28.894774,Hostel Block 1,98.04,41.18,29.41,7.84,1.96,36.1,81.1892931451229
2026-03-03 08:50:28.894774,Hostel Block 1,151.97,63.83,45.59,12.16,3.04,22.6,74.88167529603396
2026-03-03 09:50:28.894774,Hostel Block 1,182.93,76.83,54.88,14.63,3.66,30.9,65.20401559168667
2026-03-03 10:50:28.894774,Hostel Block 1,140.99,59.21,42.3,11.28,2.82,26.0,54.84436002368288
2026-03-03 11:50:28.894774,Hostel Block 1,124.01,52.09,37.2,9.92,2.48,24.2,47.56635827506348
2026-03-03 12:50:28.894774,Hostel Block 1,69.75,29.3,20.93,5.58,1.4,23.0,38.90619447950813
2026-03-03 13:50:28.894774,Hostel Block 1,56.87,23.88,17.06,4.55,1.14,33.4,27.887962682363877
2026-03-03 14:50:28.894774,Hostel Block 1,54.86,23.04,16.46,4.39,1.1,22.1,19.072103096413784
2026-03-03 15:50:28.894774,Hostel Block 1,57.07,23.97,17.12,4.57,1.14,31.7,21.630780869232552
2026-03-03 16:50:28.894774,Hostel Block 1,70.75,29.72,21.23,5.66,1.42,27.1,26.284277979733375
2026-03-03 17:50:28.894774,Hostel Block 1,74.87,31.44,22.46,5.99,1.5,25.0,28.945023294681874
2026-03-03 18:50:28.894774,Hostel Block 1,109.45,45.97,32.83,8.76,2.19,26.2,42.040528507763305
2026-03-03 19:50:28.894774,Hostel Block 1,138.66,58.24,41.6,11.09,2.77,31.7,42.914148880097564
2026-03-03 20:50:28.894774,Hostel Block 1,180.91,108.55,0.0,14.47,3.62,29.5,57.21764841700997
2026-03-03 21:50:28.894774,Hostel Block 1,234.36,140.62,0.0,18.75,4.69,35.3,69.04453995127744
2026-03-03 22:50:28.894774,Hostel Block 1,202.66,121.6,0.0,16.21,4.05,26.2,74.81722792475576
2026-03-03 23:50:28.894774,Hostel Block 1,222.91,133.74,0.0,17.83,4.46,30.1,84.84856621515598
2026-03-04 00:50:28.894774,Hostel Block 1,188.0,112.8,0.0,15.04,3.76,34.9,86.53585573852686
2026-03-04 01:50:28.894774,Hostel Block 1,62.95,37.77,0.0,5.04,1.26,28.8,85.95568206445277
2026-03-04 02:50:28.894774,Hostel Block 1,66.22,39.73,0.0,5.3,1.32,30.4,87.72891969569316
2026-03-04 03:50:28.894774,Hostel Block 1,66.95,40.17,0.0,5.36,1.34,29.9,91.08986283743482
2026-03-04 04:50:28.894774,Hostel Block 1,65.07,39.04,0.0,5.21,1.3,25.5,89.51909585808671
2026-03-04 05:50:28.894774,Hostel Block 1,70.39,42.23,0.0,5.63,1.41,33.6,87.88630459388649
2026-03-04 06:50:28.894774,Hostel Block 1,69.72,41.83,0.0,5.58,1.39,27.7,86.58979289744973
2026-03-04 07:50:28.894774,Hostel Block 1,98.71,41.46,29.61,7.9,1.97,33.9,83.0058313049354
2026-03-04 08:50:28.894774,Hostel Block 1,153.94,64.66,46.18,12.32,3.08,28.2,70.04066453555157
2026-03-04 09:50:28.894774,Hostel Block 1,174.12,73.13,52.24,13.93,3.48,23.3,71.37606975919468
2026-03-04 10:50:28.894774,Hostel Block 1,160.34,67.34,48.1,12.83,3.21,31.6,58.76407477116045
2026-03-04 11:50:28.894774,Hostel Block 1,107.11,44.99,32.13,8.57,2.14,22.9,47.37738871622304
2026-03-04 12:50:28.894774,Hostel Block 1,76.4,32.09,22.92,6.11,1.53,24.4,41.12283399966021
2026-03-04 13:50:28.894774,Hostel Block 1,56.48,23.72,16.94,4.52,1.13,23.6,27.128134863710727
2026-03-04 14:50:28.894774,Hostel Block 1,55.83,23.45,16.75,4.47,1.12,26.0,25.417952145141513
2026-03-04 15:50:28.894774,Hostel Block 1,71.9,30.2,21.57,5.75,1.44,35.7,22.695051626484798
2026-03-04 16:50:28.894774,Hostel Block 1,65.42,27.47,19.62,5.23,1.31,25.4,22.23491399204768
2026-03-04 17:50:28.894774,Hostel Block 1,69.89,29.35,20.97,5.59,1.4,32.7,27.9936353209019
2026-03-04 18:50:28.894774,Hostel Block 1,116.98,49.13,35.09,9.36,2.34,24.6,34.120135400158176
2026-03-04 19:50:28.894774,Hostel Block 1,149.96,62.98,44.99,12.0,3.0,24.0,48.557261578674385
2026-03-04 20:50:28.894774,Hostel Block 1,158.75,95.25,0.0,12.7,3.17,26.1,60.31920292768156
2026-03-04 21:50:28.894774,Hostel Block 1,211.2,126.72,0.0,16.9,4.22,28.6,62.796999244852465
2026-03-04 22:50:28.894774,Hostel Block 1,195.34,117.2,0.0,15.63,3.91,37.6,77.55505191976525
2026-03-04 23:50:28.894774,Hostel Block 1,224.7,134.82,0.0,17.98,4.49,27.4,84.09571621926398
2026-03-05 00:50:28.894774,Hostel Block 1,195.1,117.06,0.0,15.61,3.9,26.9,82.84228034745564
2026-03-05 01:50:28.894774,Hostel Block 1,61.2,36.72,0.0,4.9,1.22,29.5,89.8886808952418
2026-03-05 02:50:28.894774,Hostel Block 1,64.18,38.51,0.0,5.13,1.28,23.4,87.96216853425005
2026-03-05 03:50:28.894774,Hostel Block 1,67.17,40.3,0.0,5.37,1.34,22.9,92.81583684998637
2026-03-05 04:50:28.894774,Hostel Block 1,64.39,38.64,0.0,5.15,1.29,29.0,89.36892113001025
2026-03-05 05:50:28.894774,Hostel Block 1,56.52,33.91,0.0,4.52,1.13,30.1,90.6589615343977
2026-03-05 06:50:28.894774,Hostel Block 1,75.71,45.42,0.0,6.06,1.51,34.2,86.84819081085243
2026-03-05 07:50:28.894774,Hostel Block 1,108.7,45.66,32.61,8.7,2.17,37.9,78.66002593989674
2026-03-05 08:50:28.894774,Hostel Block 1,172.07,72.27,51.62,13.77,3.44,28.6,72.18282909064934
2026-03-05 09:50:28.894774,Hostel Block 1,155.19,65.18,46.56,12.42,3.1,24.0,70.2436213557149
2026-03-05 10:50:28.894774,Hostel Block 1,151.5,63.63,45.45,12.12,3.03,35.5,59.4890041681077
2026-03-05 11:50:28.894774,Hostel Block 1,114.42,48.05,34.32,9.15,2.29,33.3,46.681030279232246
2026-03-05 12:50:28.894774,Hostel Block 1,73.03,30.67,21.91,5.84,1.46,31.2,38.73857193287202
2026-03-05 13:50:28.894774,Hostel Block 1,55.72,23.4,16.72,4.46,1.11,37.9,31.953392282753214
2026-03-05 14:50:28.894774,Hostel Block 1,53.54,22.49,16.06,4.28,1.07,36.1,24.13532697772696
2026-03-05 15:50:28.894774,Hostel Block 1,66.07,27.75,19.82,5.29,1.32,27.3,21.08545729205528
2026-03-05 16:50:28.894774,Hostel Block 1,64.06,26.91,19.22,5.12,1.28,27.5,23.04666958079048
2026-03-05 17:50:28.894774,Hostel Block 1,87.05,36.56,26.12,6.96,1.74,30.2,23.789564647508556
2026-03-05 18:50:28.894774,Hostel Block 1,90.13,37.85,27.04,7.21,1.8,30.0,36.318979972452304
2026-03-05 19:50:28.894774,Hostel Block 1,155.26,65.21,46.58,12.42,3.11,22.8,46.8078579707635
2026-03-05 20:50:28.894774,Hostel Block 1,194.88,116.93,0.0,15.59,3.9,25.9,54.18874119074763
2026-03-05 21:50:28.894774,Hostel Block 1,177.73,106.64,0.0,14.22,3.55,33.7,62.94319507322899
2026-03-05 22:50:28.894774,Hostel Block 1,230.38,138.23,0.0,18.43,4.61,29.0,79.4126281571807
2026-03-05 23:50:28.894774,Hostel Block 1,233.88,140.33,0.0,18.71,4.68,29.5,85.23656273007764
2026-03-06 00:50:28.894774,Hostel Block 1,186.22,111.73,0.0,14.9,3.72,29.7,88.18738121529995
2026-03-06 01:50:28.894774,Hostel Block 1,54.86,32.91,0.0,4.39,1.1,23.0,89.10394022464146
2026-03-06 02:50:28.894774,Hostel Block 1,62.2,37.32,0.0,4.98,1.24,30.1,86.47295382380295
2026-03-06 03:50:28.894774,Hostel Block 1,66.54,39.93,0.0,5.32,1.33,31.8,94.09480544524874
2026-03-06 04:50:28.894774,Hostel Block 1,64.01,38.4,0.0,5.12,1.28,28.7,87.74883250588327
2026-03-06 05:50:28.894774,Hostel Block 1,66.26,39.76,0.0,5.3,1.33,27.6,82.75342959464353
2026-03-06 06:50:28.894774,Hostel Block 1,67.87,40.72,0.0,5.43,1.36,32.7,89.38723859015826
2026-03-06 07:50:28.894774,Hostel Block 1,123.26,51.77,36.98,9.86,2.47,23.8,84.57768787196136
2026-03-06 08:50:28.894774,Hostel Block 1,148.27,62.27,44.48,11.86,2.97,28.0,77.7184375986791
2026-03-06 09:50:28.894774,Hostel Block 1,184.6,77.53,55.38,14.77,3.69,29.1,71.93257139450465
2026-03-06 10:50:28.894774,Hostel Block 1,147.64,62.01,44.29,11.81,2.95,35.0,56.05464932736832
2026-03-06 11:50:28.894774,Hostel Block 1,116.72,49.02,35.02,9.34,2.33,33.2,49.43312360628533
2026-03-06 12:50:28.894774,Hostel Block 1,67.13,28.19,20.14,5.37,1.34,26.4,33.8433748589179
2026-03-06 13:50:28.894774,Hostel Block 1,72.85,30.6,21.86,5.83,1.46,29.9,33.12821326984789
2026-03-06 14:50:28.894774,Hostel Block 1,54.79,23.01,16.44,4.38,1.1,27.2,21.36782010072642
2026-03-06 15:50:28.894774,Hostel Block 1,55.16,23.17,16.55,4.41,1.1,37.1,21.349163267155987
2026-03-06 16:50:28.894774,Hostel Block 1,77.52,32.56,23.26,6.2,1.55,34.5,19.599300861500097
2026-03-06 17:50:28.894774,Hostel Block 1,84.27,35.39,25.28,6.74,1.69,32.0,26.84518446691584
2026-03-06 18:50:28.894774,Hostel Block 1,108.52,45.58,32.56,8.68,2.17,30.9,32.2970876759406
2026-03-06 19:50:28.894774,Hostel Block 1,147.49,61.95,44.25,11.8,2.95,34.4,43.81822566927892
2026-03-06 20:50:28.894774,Hostel Block 1,161.15,96.69,0.0,12.89,3.22,23.3,58.122720310001014
2026-03-06 21:50:28.894774,Hostel Block 1,208.58,125.15,0.0,16.69,4.17,35.3,67.83649149209216
2026-03-06 22:50:28.894774,Hostel Block 1,224.68,134.81,0.0,17.97,4.49,30.4,79.47941048433398
2026-03-06 23:50:28.894774,Hostel Block 1,214.88,128.93,0.0,17.19,4.3,35.2,83.95152469267907
2026-03-07 00:50:28.894774,Hostel Block 1,181.17,108.7,0.0,14.49,3.62,31.5,87.78898474916048
2026-03-07 01:50:28.894774,Hostel Block 1,31.93,19.16,0.0,2.55,0.64,37.7,91.01905848110597
2026-03-07 02:50:28.894774,Hostel Block 1,33.06,19.83,0.0,2.64,0.66,24.7,88.2222614795474
2026-03-07 03:50:28.894774,Hostel Block 1,37.21,22.32,0.0,2.98,0.74,32.3,93.89775979412063
2026-03-07 04:50:28.894774,Hostel Block 1,40.56,24.34,0.0,3.24,0.81,28.2,91.41042231802417
2026-03-07 05:50:28.894774,Hostel Block 1,37.63,22.58,0.0,3.01,0.75,28.2,85.4854912961404
2026-03-07 06:50:28.894774,Hostel Block 1,51.63,30.98,0.0,4.13,1.03,26.9,84.7694517510359
2026-03-07 07:50:28.894774,Hostel Block 1,71.14,29.88,21.34,5.69,1.42,36.9,89.83579121340887
2026-03-07 08:50:28.894774,Hostel Block 1,95.82,40.24,28.74,7.67,1.92,26.4,82.43375175855851
2026-03-07 09:50:28.894774,Hostel Block 1,91.97,38.63,27.59,7.36,1.84,31.0,85.11491634011382
2026-03-07 10:50:28.894774,Hostel Block 1,88.67,37.24,26.6,7.09,1.77,32.3,77.32848827142777
2026-03-07 11:50:28.894774,Hostel Block 1,67.76,28.46,20.33,5.42,1.36,35.7,80.22341568693703
2026-03-07 12:50:28.894774,Hostel Block 1,46.04,19.34,13.81,3.68,0.92,29.2,79.78675896518888
2026-03-07 13:50:28.894774,Hostel Block 1,38.86,16.32,11.66,3.11,0.78,32.6,71.4309179041174
2026-03-07 14:50:28.894774,Hostel Block 1,39.46,16.57,11.84,3.16,0.79,31.1,74.94783276196554
2026-03-07 15:50:28.894774,Hostel Block 1,33.56,14.1,10.07,2.69,0.67,31.5,72.2502080802636
2026-03-07 16:50:28.894774,Hostel Block 1,36.17,15.19,10.85,2.89,0.72,28.9,70.07210932963656
2026-03-07 17:50:28.894774,Hostel Block 1,46.48,19.52,13.94,3.72,0.93,33.5,70.91235586729564
2026-03-07 18:50:28.894774,Hostel Block 1,59.55,25.01,17.86,4.76,1.19,34.1,73.4162575348895
2026-03-07 19:50:28.894774,Hostel Block 1,86.14,36.18,25.84,6.89,1.72,30.9,82.75549012486181
2026-03-07 20:50:28.894774,Hostel Block 1,111.94,67.17,0.0,8.96,2.24,28.0,76.41723566298116
2026-03-07 21:50:28.894774,Hostel Block 1,136.51,81.9,0.0,10.92,2.73,31.4,85.98513083464032
2026-03-07 22:50:28.894774,Hostel Block 1,120.27,72.16,0.0,9.62,2.41,27.4,85.90901722760206
2026-03-07 23:50:28.894774,Hostel Block 1,116.99,70.2,0.0,9.36,2.34,30.2,90.63959008013589
2026-03-08 00:50:28.894774,Hostel Block 1,120.86,72.52,0.0,9.67,2.42,23.7,84.08936842909172
2026-03-08 01:50:28.894774,Hostel Block 1,40.47,24.28,0.0,3.24,0.81,30.4,87.7071474592755
2026-03-08 02:50:28.894774,Hostel Block 1,35.31,21.19,0.0,2.82,0.71,32.1,91.49251924116857
2026-03-08 03:50:28.894774,Hostel Block 1,33.88,20.33,0.0,2.71,0.68,31.3,89.79652332739535
2026-03-08 04:50:28.894774,Hostel Block 1,37.14,22.29,0.0,2.97,0.74,26.6,90.8745380641578
2026-03-08 05:50:28.894774,Hostel Block 1,33.31,19.98,0.0,2.66,0.67,22.8,91.58669003080169
2026-03-08 06:50:28.894774,Hostel Block 1,39.9,23.94,0.0,3.19,0.8,23.7,85.27952577169607
2026-03-08 07:50:28.894774,Hostel Block 1,56.53,23.74,16.96,4.52,1.13,32.5,89.56771684711374
2026-03-08 08:50:28.894774,Hostel Block 1,104.09,43.72,31.23,8.33,2.08,29.8,87.618932070124
2026-03-08 09:50:28.894774,Hostel Block 1,108.57,45.6,32.57,8.69,2.17,28.1,82.8639400061347
2026-03-08 10:50:28.894774,Hostel Block 1,82.82,34.79,24.85,6.63,1.66,38.0,81.58777398760054
2026-03-08 11:50:28.894774,Hostel Block 1,62.62,26.3,18.79,5.01,1.25,33.4,79.230392740794
2026-03-08 12:50:28.894774,Hostel Block 1,50.35,21.15,15.11,4.03,1.01,29.3,72.7076238275655
2026-03-08 13:50:28.894774,Hostel Block 1,33.7,14.16,10.11,2.7,0.67,35.5,69.992882080527
2026-03-08 14:50:28.894774,Hostel Block 1,33.66,14.14,10.1,2.69,0.67,24.3,72.45241182321688
2026-03-08 15:50:28.894774,Hostel Block 1,43.35,18.21,13.0,3.47,0.87,26.1,70.43872791053367
2026-03-08 16:50:28.894774,Hostel Block 1,35.55,14.93,10.67,2.84,0.71,28.4,69.9021351561421
2026-03-08 17:50:28.894774,Hostel Block 1,55.65,23.37,16.7,4.45,1.11,30.3,69.15898868653122
2026-03-08 18:50:28.894774,Hostel Block 1,63.58,26.7,19.07,5.09,1.27,22.7,76.7531252083221
2026-03-08 19:50:28.894774,Hostel Block 1,84.6,35.53,25.38,6.77,1.69,37.2,74.278083208235
2026-03-08 20:50:28.894774,Hostel Block 1,97.1,58.26,0.0,7.77,1.94,25.5,83.83160309342871
2026-03-08 21:50:28.894774,Hostel Block 1,140.41,84.25,0.0,11.23,2.81,35.6,80.75811633030352
2026-03-08 22:50:28.894774,Hostel Block 1,127.75,76.65,0.0,10.22,2.56,30.1,86.03137921545073
2026-03-08 23:50:28.894774,Hostel Block 1,115.4,69.24,0.0,9.23,2.31,30.1,91.9883288567402
2026-03-09 00:50:28.894774,Hostel Block 1,94.03,56.42,0.0,7.52,1.88,36.2,85.89201215532121
